Name;Also Known As;Biography;Date of Birth;Website;Twitter;Instagram;Ethereum Address 1;Ethereum Address 2;Ethereum Address 3;Tezos Address 1;Tezos Address 2;Tezos Address 3
Michaël Zancan;;"<p id="""">Michaël Zancan is a former oil painter and long-time programmer from Bordeaux, France. Zancan has become a trendsetter and category-defining artist in generative naturalism, expanding on the aesthetics of pioneers such as Grace C. Hertlein. Zancan defies any preconceived notion that code-based art has to be minimal or rigid, allowing his systems to generate robustly intertwining natural forms. His mathematical formulas create plottable patterns inspired by the density of nature. He has been showcased by institutions such as Christie’s, Art Basel Paris, Verse Works, Cortesi Verso and TGAM.</p>";;https://zancan.fr/Info;https://twitter.com/zancan;https://www.instagram.com/zancan.code/;0xd46Eb557762ebcdce876ca57040E3caA54836054;;;tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm;;
Mike Tyka;;"<p>Mike Tyka is a versatile artist, scientist and pioneer of digital art. Tyka is widely known for his groundbreaking work with deep neural networks, including the early adoption of DeepDream and GANs while working at Google as the co-founder of the Artists and Machine Intelligence program . Tyka's <em id="""">Portraits of Imaginary People</em> series has garnered international awareness while being exhibited at prestigious venues like ARS Electronica, Christie's and the New Museum in Karuizawa. The series was inspired by the surge of social media bots during the 2016 US presidential election, Tyka's creations delve into the realm of AI-generated faces, blending technology and artistry to create latent figures. Tyka's artistic journey continues to push boundaries, bridging the gap between art, science and emerging technology.</p>";;https://miketyka.com/;https://twitter.com/mtyka;https://www.instagram.com/miketyka;0x89ab45010D9761B054441dC34ad2ee5d339191E0;;;tz1Mh7WrKQP4PTio9NJUZL4iPW8f9tzBSv1U;;
Minne Atairu;;<p>Minne Atairu is an interdisciplinary artist with a research-based practice focused on reclaiming obscured histories. Through the use of generative artificial intelligence and additive fabrication, Atairu reassembles visual, sonic, and textual fragments into conceptual works that engage with questions of repatriation. With an MA in Museum Studies from The George Washington University and a BA in Creative Arts from the University of Maiduguri, Atairu's work reflects the complexities of Black identity within AI systems. Her artistic accomplishments include exhibitions and performances at prestigious venues like Frieze London, The Harvard Art Museums, Markk Museum, SOAS Brunei Gallery University of London, Microscope Gallery, and Fleming Museum of Art. Minne's dedication to her craft and insightful explorations have earned her recognition, including the prestigious 2021 Lumen Prize for Art and Technology (Global Majority Award).</p>;;https://minneatairu.com/;https://twitter.com/minneatairu;https://www.instagram.com/minneatairu;0x02fe8DAd22d4D1e58C911B630aa3501540DA40A4;;;;;
Mitchell F. Chan;;"<p id="""">Mitchell F. Chan is a Canadian artist who has been creating innovative works about technology since 2006. His art practice encompasses large-scale public works, gallery installations and digital artworks. Chan is well known for his early contributions to crypto art, including <em id="""">IKB</em> which links the immateriality of blockchain to the conceptual art practice of Yves Klein. His work has been covered and discussed in numerous media outlets such as Artforum, Art In America, VICE, Canadian Art, Slate, the Toronto Star and Gizmodo. In addition to his digital work, Chan produces physical public projects across North America and is also the co-founder and principal partner of the public art and design firm, Studio F Minus. Chan's art practice explores the futility of perception and communication through the use of overly elaborate techniques.</p>";;https://chan.gallery/;https://twitter.com/mitchellfchan;https://www.instagram.com/mitchellfchan;0x4BF3805B23c99f8E0a5797E86fd0232A04a2a629;;;;;
Monica Rizzolli;;<p>Monica Rizzolli is an artist-programmer from Brazil who has been fascinated with parametrically connecting programming with the natural world. She aims to create generative rules that mimic the growth and evolution of organisms and landscapes, an approach that she calls digital morphogenesis. Rizzolli attended IA-UNESP in São Paulo, Brazil, and the Kunsthochschule Kassel, Germany. Rizzolli has exhibited her work globally, including in the US, Brazil, Germany, China and Spain. She has also received several awards and scholarships, including the MAK Schindler Scholarship and the Sweet Home residency by Hablar En Arte, Madrid. Rizzolli also organizes projects celebrating and speading code art, such as Noite de Processing and Processing Community Day Brasil.</p>;November 10, 1981;https://contrast.parts/Info;https://twitter.com/MonicaRizzolli;https://www.instagram.com/monicarizzolli/;0xDCF4DE0cD2baD3579eDe845fD5c3442b6C8f9dDC;;;;;
Nancy Burson;;<p>Nancy Burson combines art and innovation in a way that challenges the concept of photographic truth through digital manipulation. Her work spans public art, software and scientific collaborations, contributing to both artistic and societal discourse. She is best known for developing morphing technologies that age-enhance the human face, a system used by law enforcement to locate missing persons. Her patented Method and Apparatus for Producing an Image of a Person’s Face at a Different Age (1981) laid the foundation for these advancements. Burson's Human Race Machine, commissioned by Zaha Hadid for the London Millennium Dome, was used for over a decade as a diversity tool that provided viewers with the visual experience of being another race.<br><br>Her work is included in museums worldwide including the MoMA, Metropolitan Museum, and the Whitney Museum in New York City, as well as the Victoria and Albert Museum in London, the Center Georges Pompidou in Paris, the LA County Museum of Art, MoMA (San Francisco), the Museum of Fine Arts in Houston, and the Smithsonian Museum in Washington DC, as well as many others.</p>;;https://www.nancyburson.com/;https://x.com/nancybursonart;https://www.instagram.com/nancyburson/;0xEaea086B28c16bF6e105928458076D179Bb6AF30;;;;;
Nat Sarkissian;;<p>Nat Sarkissian is a generative artist interested in impressionistic, abstract, and simulated systems.His work has involved various studies of representational work, as well as experiments with geometry, light, and color.</p>;;http://natsarkissian.com/;https://twitter.com/_NatSarkissian;;0x1808Bbabd360592c191fcB1af7c97d23c0590434;;;tz1LhNHNiLyHpmfAXkp56sqLM19n9kn2Sw16;;
Operator;;"<p>Ania Catherine and Dejha Ti are an award-winning experiential Berlin-based artist duo known as Operator. Their collaborative practice, dating back to 2016, combines their expertise in immersive art, human-computer interaction, choreography and performance. Their large-scale conceptual works are characterized by a poetic approach to technology, emphasizing the emotional and psychological aspects of immersion. Operator's exploration of privacy, surveillance capitalism and extractive technologies began with their installation <em id="""">On View</em> in 2019. They have since translated their themes into the <em id="""">Privacy Collection</em>, a series of crypto-based projects. Their collection <em id="""">Human Unreadable</em> explores generative choreography and takes inspiration from pioneers such as Experiments in Art and Technology (E.A.T.), Analívia Cordeiro and Merce Cunningham. The collection was released on Art Blocks Curated, incorporating a multitude of technical and sophisticated code-based systems to generate unique choreographic outputs. The duo has received numerous awards and recognition, including The Lumen Prize, ADC Awards, S+T+ARTS Prize and MediaFutures. Their work has been exhibited at prestigious events and institutions such as Christie's Art+Tech Summit, Ars Electronica, Art Basel and MIT Open Documentary Lab. With a focus on the intersection of humanity and technology, Catherine and Ti's work transcends flashy digital effects to delve into the complex dynamics of our digital landscape.</p>";;https://www.operator.la/;https://twitter.com/operator_______;https://www.instagram.com/operator_______/;0x21E0106F464770F528A491383A1957569F886Dc7;;;tz1YyLW3Wd1UzV7XL8gBZV23dLSh8wu6ijFm;;
P1xelfool;;<p>P1xelfool is a Brazilian artist who uses generative processes to explore the perception of time and space as well as the limits of organic and synthetic entities. His practice involves rendering 3D geometric systems as pixelated 2D animations using the open-source software Processing, resulting in mesmerizing GIFs of pixels and vivid colors. P1xelfool's work has gained worldwide attention including from prominent crypto artists and collectors. It has been showcased at events such as Art Basel in Miami, Public Records in New York and Bright Moments. The artist's interests lie in the potential for screens, pixels, and code to create intersubjectivity and evoke the experience of human or natural phenomena. In addition to his creative practice, P1xelfool is involved in community-driven initiatives such as BRG.exe, a foundation supporting Brazilian generative and digital artists.</p>;December 5, 1988;http://p1xelfool.com/;https://twitter.com/p1xelfool;https://www.instagram.com/p1xelfool/;0x47e255Bf1Ae9040151774D307c9E01D12Da71D57;;;tz1TxDL7npfYDSyvrZFC4deUPMySvsL6xARU;;
Patakk;Paolo Čerić;"<p id="""">Paolo Čerić, also know known as Patakk, is a Zagreb-based artist and programmer who has always had a deep interest in blending science and creative expression. Initially introduced to generative art through his uncle, Čerić creates unique expressions that show appreciation for the beauty around him. <br><br>Čerić’s early work focused on animation and exploring the looping nature of GIFs. He has since shifted to long-form still works while remaining open to diverse mediums. He dabbles in photography, 3D modeling, industrial design experiments, interactive works and more. Notably, he collaborated with the Zagreb Dance Center to create a series of interactive projection works for modern dance performances. <br><br>As an machine learning engineer, Čerić’s recent experiments involve harnessing diffusion models to effectively convey meaning through his artistic expression. His notable exhibitions include <em id="""">D-izložba</em> in Zagreb and the <em id="""">Perfekt Prints</em> exhibition in Vienna. Čerić continues to evolve his artistic practice, exploring new realms and pushing boundaries.</p>";;;https://twitter.com/patakk;https://www.instagram.com/patakk/;;;;tz1bRN2RFdS9Fbc9niZA8sHhDkhCwMN29Evh;;
Philip Bell;;<p>Philip Bell is a generative artist and graphic designer based in Chicago, Illinois. He blends bold visualizations with code to create impactful digital experiences. Bell graduated from the Maryland Institute College of Art with a degree in graphic designer where he’d begin his eight plus years of practice. He’s done design work for companies such as Nike, Moet and Hennessy while also releasing long-form generative projects on fx(hash) and Art Blocks.</p>;;;https://twitter.com/philipbell_;https://www.instagram.com/philiphunterbell/;0xAd39a16325390797E36259E00d0f89A709256684;;;tz1XLoRoxUzDHj63gQjZfvA2XpPium5nmYYg;;
Pindar Van Arman;;"<p id="""">Pindar Van Arman is an American artist and roboticist dedicated to unraveling the mysteries of creativity through his work with painting robots and artificial intelligence. Through a creative feedback loop, his machines generate marks on a canvas, analyze those marks using AI and create new marks based on the analysis. This collaborative process, which takes days to complete, unveils the intersection between algorithmic precision and human expression. <br><br>Van Arman's expertise in AI art has garnered him recognition, including winning the Robot Art Competition for his AI-powered painting robots. One of his notable projects is CloudPainter, an autonomous robot capable of creating artworks, which can be controlled remotely by individuals connected to the internet. His groundbreaking exploration into the origins of creativity has led him to dissect his own artistic process and teach robots the art of painting. <br><br>With numerous accolades to his name, including a TEDx Talk and First Prize in the Robot Art Competition, Van Arman's work has been featured in a multitude of exhibitions, interviews, TV episodes and conferences. Through his endeavors, he continues to challenge the boundaries between human and computational creativity, inviting contemplation on the essence of art and the nature of artistic expression in the digital age.</p>";;https://www.cloudpainter.com/;https://twitter.com/VanArman;;0x55372173689C288552885D897d32f5F706F79aA6;;;;;
Piter Pasma;;"<p id="""">Piter Pasma is a generative artist who expresses himself through experimentations with code and complexity. Pasma started programming at the age of 9 and went on to pursue degrees in Computer Science and Machine Learning. Inspired by randomness as a creative force, he believes that hidden gems are waiting to be discovered within algorithms. By carefully tuning virtual black boxes, he creates unexpected environments emerging from code. Pasma began as a demoscener in 1998 and has been honing his creative coding skills ever since, winning four prizes for his 4-kilobyte audio-visual demos. Pasma has been the lead organizer of Genuary 2021 and Genuary 2022, a generative art month in which artists create daily pieces based on selected prompts.</p>";;https://piterpasma.nl/;https://twitter.com/piterpasma;https://www.instagram.com/piterpasma/;0x9546c0F8260Cc1560A0DB625eA4eEc1A823866Ac;0xC3C05DAae54D6d496597FAc9403F49aE5B4Fb34D;;tz1Kw8cEFuNLj21e5b42NBn1ANW7hupmbDbo;;
Qubibi;Kazumasa Teshigawara;"<p id="""">Kuzumasa Teshigahara, also known as qubibi, is a Japanese generative artist and designer specializing in a single system he has been honing since 2010. Throughout his artistic career, qubibi has received numerous accolades, including the D&amp;AD and Cannes Advertising Prize. He has also been featured in a variety of group and solo exhibitions in venues such as Art Basel Miami, Verse Works, Museum of Digital Art Zurich and Galerie Data. Qubibi has built a dedicated collector base through his unique and limited releases of 1/1s across his <em id="""">storeroom</em> and <em id="""">mimizu</em> themed series, as well as his <em id="""">leftovers</em> collection, featuring an endless variety of digital worms.<br><br>Here is the artist’s biography in his own words:<br><br>Born in Ikebukuro, Tokyo. Used to live with mother in the beginning. Later moved in with a new family. Was taken around bars while still young. Hostesses used to like me a lot. I stopped going to school. Played game at home. Cried out of fear when collectors banged at the door for money. Father ran away, got caught. Graduated elementary school. Got into an accident💥 and hurt my neck. Father came back. Father died💀. Graduated secondary high. Worked at Nihonbashi Textile Processing Factory. Got into an accident💥, almost died, and hurt my neck. Got into music. Quit point drawing. Bought a Mac. Met some weird people. Said goodbye. Unknowingly entered a bad content design firm and quit immediately. Was scared for days after I quit because the company got hold of me. Worked and quit a number of jobs. At age 21, discovered the fun of design. Eventually got married. Had a kid. Got separated. Got the kid. Taking care of the kid. Working quietly under the label 'qubibi'. Would like to make a lot of things.</p>";February 6, 1977;https://qubibi.org/;https://twitter.com/qubibien;https://www.instagram.com/qubibi/;0xB9d986224Fa704d3c8217a1301081a3C721B35bD;;;tz1QRkQzVLbCGLfMjRSsvKJ94KTvkmQiXAtY;tz1bMBGiPAcaA693CWUwZts4RdwE6Dn2N4Fz;tz1L7ADNWoyq1fjPHo59BifLNEkUb7V3SKrp
Rafaël Rozendaal;newrafael;"<p id="""">Rafaël Rozendaal is a Dutch-Brazilian artist based in New York, known for using the internet as his canvas. His artistic practice incorporates a variety of mediums including websites, installations, tapestries, prints, writings and lectures stemming from a fascination with moving images and interactivity in their most basic form. Rozendaal perceives no hierarchy between his websites and physical works, letting his works take shape through a range of transformations. Rozendaal’s installations involve moving light and reflections, taking online works and transforming them into spatial experiences. His work has been exhibited at the Whitney Museum of American Art, Nam June Paik Art Center Seoul, Centre Pompidou, Stedelijk Museum, and Venice Biennale among others.</p>";June 5, 1980;https://www.newrafael.com/;https://twitter.com/newrafael;https://www.instagram.com/newrafael;0x0F441cFaD93287109F5eF834bF52F4aaaa8d8ffa;;;;;
Raven Kwok;Ruiwen Gao;"<p id="""">Raven Kwok is a Shanghai-based visual artist, animator, and programmer. He explores generative aesthetics through computer algorithms and software processes. Self-taught, he began programming in ActionScript and creating Flash animations at the age of 13 before being introduced to Processing in 2008. He earned a Master of Fine Arts in Electronic Arts from Rensselaer Polytechnic Institute in 2014. Kwok's works have been exhibited at media art and film festivals worldwide, including Ars Electronica, Electronic Language International Festival, Vienna Independent Shorts, Punto y Raya, Resonate and FIBER.</p>";January 23, 1989;http://ravenkwok.com/;https://twitter.com/RavenKwok;;0xEF2eCDa100d885401E09F67ef7A11F513aC234ED;;;;;
Rebecca Allen;;"<p id="""">Rebecca Allen is an internationally recognized artist who has been at the forefront of exploring the intersection of art, technology and human perception for over four decades. Allen's pioneering work encompasses experimental video, large-scale performances, live simulations and virtual and augmented reality installations. Driven by her fascination with motion aesthetics and the study of behavior, Allen uses advanced technology as a medium to address profound questions about gender, identity, nature and the evolving human experience in the face of technological advancements. Her art humanizes technology, emphasizing artistic quality and conceptual integrity, while also investigating the perceptual and cognitive processes of viewers. She has collaborated with artists and musicians such as Kraftwerk, Peter Gabriel and Nam June Paik. Allen's artwork is exhibited internationally and held in permanent collections, including the Whitney Museum of American Art, Centre Georges Pompidou, and the Museum of Modern Art in New York. With degrees from the Rhode Island School of Design and the Massachusetts Institute of Technology, Allen seamlessly moves between the artist studio and research lab, leveraging her research to inform her art.</p>";;https://rebeccaallen.com/;;;0x33d611421827a042c2b6b9ab35ed6cd6186a5c7c;;;;;
Refik Anadol;;"<p>Refik Anadol is an internationally acclaimed Turkish media artist and director based in Los Angeles, California. He is the founder of Refik Anadol Studio and RAS LAB, a research practice delving into innovative data narratives. Anadol’s also a lecturer and researcher at UCLA’s Department of Design Media Arts, where he earned his MFA.His extensive body of work delves into the profound shifts brought by ubiquitous computing, pondering human existence in the AI era. Anadol is fascinated by how machines are reshaping our perception of time and space. His creations, spanning site-specific AI data sculptures, live audiovisual performances, and immersive installations, challenge our engagement with the physical world, pushing the boundaries of architecture, narrative, and motion. This is all part of his broader exploration of the dynamic interplay between digital and physical realms, bridging architecture and media arts through machine intelligence. Through Anadol's innovative approach, he envisions a future where every space, both interior and exterior, can serve as a canvas for media art.<br><br>Selected public site-specific audio-visual performances and exhibitions include National Gallery of Victoria, Melbourne (Australia); MEET Digital Culture Center (Italy), Artechouse New York (USA); Walt Disney Concert Hall (USA); Hammer Museum (USA); International Digital Arts Biennial Montreal (Canada), Ars Electronica Festival (Austria); L'Usine Geneve (Switzerland); Arc de Triomf (Spain); Zollverein SANAA's School of Design building (Germany); Istanbul Design Biennial (Turkey) and Sydney City Art (Australia). Anadol has also been granted many awards including The Architect's Newspaper Best of Design Award in Exhibition Design, Microsoft Research Best Vision Award, German Design Award, UCLA Art+Architecture Moss Award, University of California Institute for Research in the Arts Awards, SEGD Global Design Award and Google's Art and Machine Intelligence Artist Residency Award.</p>";;https://refikanadol.com/;https://twitter.com/refikanadol;https://www.instagram.com/refikanadol;0xFa837C2E71888BE99473A202804c353C4b24A24b;;;;;
Rhea Myers;;<p>Rhea Myers is an artist, hacker and writer originally from the UK now based in British Columbia, Canada. In the 1990s Myers went to art school at Canterbury College of Art and Middlesex University’s Centre for Electronic Art. Since 2013 she’s been making blockchain art, writing blockchain art theory, and writing blockchain stories. Her work places technology and culture in mutual interrogation to produce new ways of seeing the world as it unfolds around us.</p>;;https://rhea.art/;https://twitter.com/rheaplex;https://www.instagram.com/rheapl3x/;0x7a282701403DADb827A2F83Cc3e714e7660537fA;;;;;
Robbie Barrat;videodrome;"<p>Robbie Barrat is a Dublin-born AI artist who eventually moved to West Virginia to spend his childhood. Barrat began working at the NVIDIA research laboratory in California out of high school before moving to New York to pursue a collaborative art project with Ronan Barrot. All of Barrat’s early projects incorporated AI or machine learning techniques. He was an incredibly talented, curious kid who absorbed everything regarding the emerging technology. When first creating AI art, Barrat was fascinated with the compelling images created when the GAN “misinterpreted the information.” Unlike creative coders who take a strong design approach with formal education from programs such as RISD or ECAL, Barrat enjoys learning about the methods of fine art to learn ways to take master analog methods and bring them into his digital world. Barrat has also worked with combining AI and fashion collaborating with brands such as BALENCIAGA and Acne Studios where he trained GANs on the data sets of the companies' past pieces in order to produce novel patterns and silhouettes. Barrat has been exhibited at the Centre Pompidou, Ars Electronica, Galerie Zurcher, L’Avant Galerie Vossen and Kate Vass Gallery at the iconic 2019 <em id="""">Automat und Mensch</em> show.</p>";June 15, 1999;https://robbiebarrat.github.io/;https://twitter.com/videodrome;https://www.instagram.com/robbie.exe;0x860C4604Fe1125Ea43F81E613E7AFb2Aa49546AA;;;;;
Robert Hodgin;;"<p>Robert Hodgin, a resident of Brooklyn, lives with his husband and shares their home with two feline companions. As a co-founder and collaborator at Rare Volume, a prominent design and technology studio operating from both New York City and Austin, Robert has been at the forefront of digital art creation since the early 1990s. His artistic contributions have earned recognition and a place in renowned institutions such as the V&amp;A, Smithsonian Design Museum, Wired, SF Exploratorium, and the Wing Luke Asian Museum. Hodgin has spoken at conferences around the world, including OFFF, Eyeo Festival, Tedx, FlashForward, FITC, Flash on the Beach, and FlashBelt.</p>";;https://roberthodgin.com/;https://twitter.com/flight404;https://www.instagram.com/roberthodgin/;0x122CDF092aaAE90d012E1f294d85E74bb5b8F8B5;;;tz1YysAQDjxqh9AkQnSabKEXeUu4DuNng1pm;;
Roope Rainisto;;<p>Roope Rainisto is a Finnish artist blending art, design and photography with a strong dedication to narrative expression. His artistic endeavors explore the intersections of reality and the digital realm, melding AI techniques with classical artistic approaches to create pieces that resonate deeply with audiences, evoking profound emotional responses. Prior to his immersion in the art world, Roope enjoyed a distinguished 25-year tenure as a professional designer. He earned his M.Sc. degree in Information Networks from Helsinki University of Technology.</p>;;;https://twitter.com/rainisto;https://www.instagram.com/never_ever_never_land;0x24C3833219AB8128644F37cbb51546cdfbCE6c02;;;tz1SynkuCXZLRGVzJnuEpLbrTztjEfZtg8HL;;
Rudxane;;<p>Rudxane is a visual artist from Amsterdam working with HTLM, CSS and Javascript to create interactive websites and code based art since the 90s. Fascinated with the combination of artist and machine in generative art, Rudxane is currently exploring the interplay by introducing human characteristics in his generative systems</p>;;https://www.rudxane.xyz/;https://twitter.com/rudxane1;;0xd2Af9f3e3435FFdEf945830fCe4eaB40877E0475;;;tz1YHsinBJHMj1YFN7UrCsVAgTcaJCH86PjK;;
Sage Jenson;mxsage;"<p id="""">Sage Jenson is a media artist who specializes in speculative biology and emotive simulations. Jenson's art involves creating audiovisual spaces, digital creatures and ecosystems. Jenson’s work has been showcased at prestigious venues and festivals worldwide, including the Barbican Centre, Sundance and Lyon's Fête des Lumières. Jenson has also published research papers in the fields of geometry processing, complex network theory and human-computer interaction. Jenson's academic background includes a B.A. and B.M. degrees from Oberlin College and Conservatory where they studied mathematics, computer science and electroacoustic music. They are currently working on a simulation project that explores the common thread of life that exists across material structures throughout time and space. Jenson has also worked in computational geometry and architecture, including a recent collaboration with Neri Oxman.</p>";;https://www.sagejenson.com/;https://twitter.com/mxsage;https://www.instagram.com/mxsage;0x9602716193B8e472C6c0624e168a4d3043e1E3e9;;;;;
Saskia Freeke;;"<p id="""">Saskia Freeke is a Dutch artist, creative coder, visual designer and educator based in Amsterdam. Her work focuses on structure, geometry and playfulness while she explores generative patterns and animations. Since 2015, Freeke has produced a daily piece of generative code art, challenging herself to continuously create. She creates both digital and physical works, including laser cut structures from wood and paper. Freeke's work has been showcased internationally in places such as Berlin, London, Paris, Los Angeles and The Netherlands. Freeke’s academic background includes a Master of Arts in Computational Arts degree from Goldsmiths, University of London in 2017. She has also taught physical computing at Goldsmiths, University of London and visual design at the University of the Arts Utrecht School for Games and Interaction.</p>";;https://sasj.nl/portfolio/;https://twitter.com/sasj_nl;https://www.instagram.com/sasj_nl;0x49eB8ddf0A2D7F3f2130BF35563734141D8Cba2F;;;tz1R592HZH4cFAYdNcVntGfXBMB7tGu9xDGN;;
Satoshi Aizawa;;"<p id="""">Satoshi Aizawa is a generative artist interested in the beauty that can be found in autonomous systems and algorithms. In order to express this beauty in its purest form possible, Aizawa’s works often has a minimalist appearance and mechanism. They are characterized by the removal, as far as possible, of higher-dimensional meanings related to humanity and culture, and communication with the work is through the primitive cognition that human being possesses. Aizawa’s best known work is the <em id="""">Path</em> series</p>";;https://ollx.jp/;https://twitter.com/satoshi_aizawa;;;;;tz1TCWDSUEKnNBqJbiRrmRob7JJsjfchzUzE;;
Seohyo;;<p>Seohyo is a South Korean artist practicing different forms of installations and performance-based works by combining common everyday objects with media technology to render them unfamiliar, allowing us to perceive ordinary things in new ways. She has turned her attention to media literacy education programs, pursuing projects to explore the different possibilities of coding through a Creative Computation class. More recently, she has expanded her daily coding practice to generative art, which she started as a way to encourage herself during the pandemic. She creates a variety of animations, either mathematically imagined shapes or taking inspiration from nature.<br><br>Her work has been featured on billboards at the Korea National Museum of History (Seoul), Kerry Center (Hangzhou), Ten Square (Singapore), Hoog Catharijne (Utrecht), Ebisu Garden (Tokyo), and Incheon International Airport. She also has taken part in events such as Demo Festival(2022), D:Art Festival(2022), the Asia Triennial Manchester(2011), the Seoul Mediacity Biennale(2008), the Gwangju Design Biennale(2007), the Kobe Biennale(2007), the Ogaki Biennale(2006), and SIGGRAPH(2006).</p>;;;https://twitter.com/seohyowork;https://www.instagram.com/seohyo/;0x7a6fe987FB367EeeFb2AfeD086D12275De064C45;;;;;
Shunsuke Takawo;;"<p id="""">Shunsuke Takawo is a prominent creative coder, generative artist and educator based in Japan. With a degree in Literature from the University of Tsukuba and a Master's degree in Media Arts from IAMAS, Takawo combines his passion for coding and artistic expression to create captivating works. He is a strong advocate of ""daily coding,"" using code as a means to express personal history, daily life and culture. Takawo's artistic approach mirrors improvisational music, infusing elements of wordplay and humor into his code-based creations. Beyond his artistic endeavors, Takawo is a lecturer at Konan Women's University's Department of Creative Media Studies and an active member of the Processing Community Japan.</p>";;https://cenkhor.org/;https://twitter.com/takawo;https://www.instagram.com/takawo_dailycoding/?hl=en;0x329f3a45A09566c1118d10260BDadfF901a0702E;;;;;
Shvembldr;;"<p id="""">Ilja Borisovs, also known as Shvembldr, is a Latvian generative artist and founder of the TBOA club. He began his digital career minting complex click-to-generate procedural artworks on Hic Et Nunc before releasing long-form series through Art Blocks and fx(hash). His work extends across a variety of technical styles and themes including intricate shaders, hypnotizing visuals and endless color palette theory. More recently, Shvembldr has been publicly sharing his ongoing legal battles with governing agencies over his art through his personal website.</p>";August 15, 1982;https://www.art-is-crime.com/;https://twitter.com/shvembldr;https://www.instagram.com/shvembldr;0x4666Fd1f89576e2D6fb3f2ecEc5eeFD3E1BA6B59;;;tz1WqBtWEXjYPwKofxDPsf2V8Jo7dRxdKYqu;;
Snowfro;Erick Calderon;"<p id="""">Erick Calderon, known as Snowfro, is an artist, entrepreneur, and founder based in Houston. Snowfro’s artistic career would begin after experiencing Amon Tobin’s ISAM visuals during Coachella 2012 where he was fascinated with the projection mapping used to create unimaginable large-scale visuals. Snowfro began experimenting with the code-based medium himself, creating generative visuals he’d share with friends and local DJs. The transition to bringing generative art to the blockchain would eventually be inspired when Snowfro came across CryptoPunks in 2017, where he began to realize the enormous creative potential of combining procedural systems with the blockchain and began developing Art Blocks. Art Blocks introduced the iconic concept of unique hash-based 1/1 artworks created by an on-chain algorithm, allowing for an infinite number of unique variations. Snowfro is a tireless advocate of NFTs as a technology and dedicated to elevating generative art as a medium of expression within the contemporary art world. He’s also renowned for his genesis long-form generative project <em id="""">Chromie Squiggles</em>, which has become a staple series in the generative art community. Before his digital presence, Snowfro practiced a wide-range of mediums such as ceramics, sculpture, 3D printing, and video projections.</p>";May 6, 1981;;https://twitter.com/ArtOnBlockchain;https://www.instagram.com/calderockandroll/;0xE4BDadC03116ff721E08A1Ad354b20E2aaF0c0Ee;0xb998A2520907Ed1fc0F9f457b2219FB2720466cd;;;;
Sofia Crespo;;"<p id="""">Sofia Crespo is a pioneering AI artist exploring the intersection between biological systems and artificial intelligence. Using a combination of neural network technologies and images of the natural world, Crespo has been at the forefront of the AI art movement while being recognized as one of its leading artists by Artnet in 2018. Her works have been exhibited worldwide both physically and digitally, including locations such as Nvidia’s GTC AI Gallery, Ars Electronica, Vellum LA and MAXXI. Additionally, she was a speaker at TED 2022 and has led multiple workshops and participated in panels regarding AI art.</p>";;https://sofiacrespo.com/;https://twitter.com/soficrespo91;https://www.instagram.com/sofiacrespo;0xCD8B07fBB50d85a47B2EA536EC53d2E60c39b5B3;;;tz2A92XTaMkg757Lq2jT32yhDo6ZwTupFP1y;;
Spongenuity;Samer Dabra;"<p id="""">Samer Dabra, also known as Spongenuity, is a visual and generative artist exploring the visual spectrum through the lens of generative randomness and our inherent connection to data. Emphasizing the aesthetics of color theory, Dabra's work invites viewers to discover beauty in the intricate details of each piece.<br><br>Samer Dabra, also known as Spongenuity, is a visual and generative artist exploring the visual spectrum through the lens of generative randomness and our inherent connection to data. Emphasizing the aesthetics of color theory, Dabra's work invites viewers to discover beauty in the intricate details of each piece.Using the power of Processing, Dabra creates algorithmically drawn portraits that serve as the centerpiece of his artistic expression. These portraits, crafted through a random seed generated from an input message, encapsulate Dabra's encrypted signature within the entire image. Not limited to digital platforms, Dabra's art seamlessly transcends into the physical realm through plotter portraits, and embroidery machines. This cohesive multi-medium experience intertwines the digital and physical worlds, presenting a captivating exploration of art, systems, and machines.</p>";;https://spongenuity.com/;https://twitter.com/Spongenuity;https://www.instagram.com/spongenuity/?hl=en;0x027970Bd46cD56CCB0bF379f00a766f5fb012b4a;;;;;
Tom White;Dribnet;"<p id="""">Tom White is a New Zealand-based artist exploring how artificial intelligence and machines perceive the world, working in the field since 2017. He collaborates with AI systems to create physical abstract prints that are recognized by most AI systems trained to recognize the same objects. White believes that by giving algorithms a voice, we can better understand the world through the eyes of machines. He explains this process of understanding the machine’s way of thinking as ""Algorithmic Gaze."" His work has been exhibited across the globe at places such as Ars Electronica, SIGGRAPH, MoMA, Cooper Union, Times Square and more. White is also a lecturer at the Victoria University of Wellington School of Design, teaching computational design and creative AI courses.</p>";;https://drib.net/;https://twitter.com/dribnet;;0xe0a780640B7Df8061d75B98E5b237D3dFf108Ecc;;;tz1gdB433mLvsbtzPT547j82t6ve3b2JDw9F;;
